RecordID,RecordSubID_old,RecordSubID_new,Treatment,Treatment_Severity,TimeSinceFire_years,Study_Severity,Authors,Title,DOI,StudyType,VegCover,GFEDVegCover,Region,LatLon,LitterC_Binary_Measurements,O_MineralCombo_Binary_Measurements,O_lyr_Binary_Measurements,Mineral_Binary_Measurements,BurnDepth_Binary_Measurements,SoilC_Binary_Measurements,SoilN_Binary_Measurements,pyC_char_ash_Binary_Measurements,Rs_Rh_Ra_CH4_Binary_Measurements,C02mic_BasalResp_Binary_Measurements,CUEmic_Binary_Measurements,MBC_Binary_Measurements,DOC_Binary_Measurements,Microbial_comp_Binary_Measurements,RootN_Binary_Measurements,RootC_Binary_Measurements,BD_Binary_Measurements,MRT_Binary_Measurements,SoilC_Units_StockData,SoilC1_Depth_cm_StockData,SoilC2_Depth_cm_StockData,SoilC3_Depth_cm_StockData,O_lyr_Units_StockData,PyC_Units_StockData,LitterDuff_Units_StockData,RootC_Units_StockData,MBC_Units_StockData,SrespUnits_FluxData,CH4Units_FluxData,PeatAccumulationRate_units_FluxData,EmissionsUnits_Emissions,Description_StockData,DescriptionText_StockData,SoilC1_StockData,SoilC2_StockData,SoilC3_StockData,O_lyrC_StockData,PyC_StockData,LitterDuffC_StockData,RootC_StockData,MBC_StockData,BD_gcm3_StockData,Rs_FluxData,Rh_FluxData,Ra_FluxData,CH4_FluxData,MRT_active_FluxData,MRT_passive_FluxData,MRT_total_FluxData,PeatAccumulationRate_FluxData,CO2mic_text,BurnDepth_cm_Emissions,Soil_Emissions,Litter_Emissions,Roots_Emissions,TotalBelowground_Emissions,UniqueID,Lat,Lon,Biome,Biome_simple,SoilC1_StockData_Mg_ha,SoilC1_StockData_Mg_ha_scaled,SoilC2_StockData_Mg_ha,SoilC3_StockData_Mg_ha,SoilC1_StockData_percent,SoilC2_StockData_percent,SoilC3_StockData_percent,O_lyrC_StockData_Mg_ha,O_lyrC_StockData_percent,LitterDuffC_StockData_Mg_ha,LitterDuffC_StockData_percent,RootC_StockData_Mg_ha,MBC_StockData_Mg_ha,MBC_StockData_percent,Rs_FluxData_g_m2,Rs_FluxData_g_m2_unit,Ra_FluxData_g_m2,Ra_FluxData_g_m2_unit,CH4_FluxData_g_m2,CH4_FluxData_g_m2_unit,PeatAccumulationRate_FluxData_g_m2,PeatAccumulationRate_FluxData_g_m2_unit
870,3,3,Control,Unburned,6,Mixed,"Longo, M. Silvana; Urcelay, Carlos; Nouhra, Eduardo",Long term effects of fire on ectomycorrhizas and soil properties in Nothofagus pumilio forests in Argentina - ScienceDirect,10.1016/j.foreco.2011.03.041,Wildfire,Nothofagus pumilio,TEMF,Argentina,"-41.1994,-71.8286",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,Unburned,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870_3,-41.1994,-71.8286,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,1,4,Burn,Burned,9,Mixed,"Longo, M. Silvana; Urcelay, Carlos; Nouhra, Eduardo",Long term effects of fire on ectomycorrhizas and soil properties in Nothofagus pumilio forests in Argentina - ScienceDirect,10.1016/j.foreco.2011.03.041,Wildfire,Nothofagus pumilio,TEMF,Argentina,"-41.2553, -71.2814",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,"Mixed severity fire, 1996",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870_4,-41.2553,-71.2814,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,2,5,Burn,Burned,7,Mixed,"Longo, M. Silvana; Urcelay, Carlos; Nouhra, Eduardo",Long term effects of fire on ectomycorrhizas and soil properties in Nothofagus pumilio forests in Argentina - ScienceDirect,10.1016/j.foreco.2011.03.041,Wildfire,Nothofagus pumilio,TEMF,Argentina,"-41.146,-71.3718",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,"Mixed severity fire, 1998",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870_5,-41.146,-71.3718,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,3,6,Burn,Burned,6,Mixed,"Longo, M. Silvana; Urcelay, Carlos; Nouhra, Eduardo",Long term effects of fire on ectomycorrhizas and soil properties in Nothofagus pumilio forests in Argentina - ScienceDirect,10.1016/j.foreco.2011.03.041,Wildfire,Nothofagus pumilio,TEMF,Argentina,"-41.1994,-71.8286",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,"Mixed severity fire, 1999",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870_6,-41.1994,-71.8286,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,1,1,Control,Unburned,0.1,Mixed,"Munoz-Rojas, Miriam; Lewandrowski, Wolfgang; Erickson, Todd E.; Dixon, Kingsley W.; Merritt, David J.",Soil respiration dynamics in fire affected semi-arid ecosystems: Effects of vegetation type and environmental factors - ScienceDirect,10.1016/j.scitotenv.2016.02.086,Wildfire,Acacia,TEMF,Australia,"-22.0, 118.5",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,percent,5,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Unburned,Unburned,0.36,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011_1,-22,118.5,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80E-05,sec,NA,sec,NA,NA,NA,NA
1011,1,2,Control,Unburned,0.1,Mixed,"Munoz-Rojas, Miriam; Lewandrowski, Wolfgang; Erickson, Todd E.; Dixon, Kingsley W.; Merritt, David J.",Soil respiration dynamics in fire affected semi-arid ecosystems: Effects of vegetation type and environmental factors - ScienceDirect,10.1016/j.scitotenv.2016.02.086,Wildfire,Eucalyptus,TEMF,Australia,"-22.0, 118.5",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,percent,5,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Unburned,Unburned,0.45,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011_2,-22,118.5,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64E-05,sec,NA,sec,NA,NA,NA,NA
1011,1,3,Control,Unburned,0.1,Mixed,"Munoz-Rojas, Miriam; Lewandrowski, Wolfgang; Erickson, Todd E.; Dixon, Kingsley W.; Merritt, David J.",Soil respiration dynamics in fire affected semi-arid ecosystems: Effects of vegetation type and environmental factors - ScienceDirect,10.1016/j.scitotenv.2016.02.086,Wildfire,grasses,TEMF,Australia,"-22.0, 118.5",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,percent,5,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Unburned,Unburned,0.16,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011_3,-22,118.5,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80E-05,sec,NA,sec,NA,NA,NA,NA
1011,1,4,Control,Unburned,0.1,Mixed,"Munoz-Rojas, Miriam; Lewandrowski, Wolfgang; Erickson, Todd E.; Dixon, Kingsley W.; Merritt, David J.",Soil respiration dynamics in fire affected semi-arid ecosystems: Effects of vegetation type and environmental factors - ScienceDirect,10.1016/j.scitotenv.2016.02.086,Wildfire,bare soil,TEMF,Australia,"-22.0, 118.5",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,percent,5,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Unburned,Unburned,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011_4,-22,118.5,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.61E-06,sec,NA,sec,NA,NA,NA,NA
1011,1,5,Burn,Burned,0.1,Mixed,"Munoz-Rojas, Miriam; Lewandrowski, Wolfgang; Erickson, Todd E.; Dixon, Kingsley W.; Merritt, David J.",Soil respiration dynamics in fire affected semi-arid ecosystems: Effects of vegetation type and environmental factors - ScienceDirect,10.1016/j.scitotenv.2016.02.086,Wildfire,Acacia,TEMF,Australia,"-22.0, 118.5",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,percent,5,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Burned,Acacia,0.74,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011_5,-22,118.5,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40E-05,sec,NA,sec,NA,NA,NA,NA
1011,1,6,Burn,Burned,0.1,Mixed,"Munoz-Rojas, Miriam; Lewandrowski, Wolfgang; Erickson, Todd E.; Dixon, Kingsley W.; Merritt, David J.",Soil respiration dynamics in fire affected semi-arid ecosystems: Effects of vegetation type and environmental factors - ScienceDirect,10.1016/j.scitotenv.2016.02.086,Wildfire,Eucalyptus,TEMF,Australia,"-22.0, 118.5",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,percent,5,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Burned,Eucalyptus,1.6,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011_6,-22,118.5,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76E-05,sec,NA,sec,NA,NA,NA,NA
1011,1,7,Burn,Burned,0.1,Mixed,"Munoz-Rojas, Miriam; Lewandrowski, Wolfgang; Erickson, Todd E.; Dixon, Kingsley W.; Merritt, David J.",Soil respiration dynamics in fire affected semi-arid ecosystems: Effects of vegetation type and environmental factors - ScienceDirect,10.1016/j.scitotenv.2016.02.086,Wildfire,grasses,TEMF,Australia,"-22.0, 118.5",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,percent,5,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Burned,grasses,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011_7,-22,118.5,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01E-06,sec,NA,sec,NA,NA,NA,NA
1011,1,8,Burn,Burned,0.1,Mixed,"Munoz-Rojas, Miriam; Lewandrowski, Wolfgang; Erickson, Todd E.; Dixon, Kingsley W.; Merritt, David J.",Soil respiration dynamics in fire affected semi-arid ecosystems: Effects of vegetation type and environmental factors - ScienceDirect,10.1016/j.scitotenv.2016.02.086,Wildfire,bare soil,TEMF,Australia,"-22.0, 118.5",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,percent,5,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Burned,bare soil,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011_8,-22,118.5,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32E-05,sec,NA,sec,NA,NA,NA,NA
1012,1,1,Control,Unburned,4,Low,"Muqaddas, Bushra; Zhou, Xiaoqi; Lewis, Tom; Wild, Clyde; Chen, Chengrong","Long-term frequent prescribed fire decreases surface soil carbon and nitrogen pools in a wet sclerophyll forest of Southeast Queensland, Australia - ScienceDirect",10.1016/j.scitotenv.2015.07.023,RxFire,Eucalyptus,TEMF,Australia,"-26.9,152.9",0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,mgC_per_g,10,NA,NA,NA,mgCharcoalC_per_g,NA,NA,ugC_per_g,NA,NA,NA,NA,Unburned,Unburned,62.7,NA,NA,NA,9,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012_1,-26.9,152.9,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,6.27,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA
1012,1,2,Burn,HighFrequency,4,Low,"Muqaddas, Bushra; Zhou, Xiaoqi; Lewis, Tom; Wild, Clyde; Chen, Chengrong","Long-term frequent prescribed fire decreases surface soil carbon and nitrogen pools in a wet sclerophyll forest of Southeast Queensland, Australia - ScienceDirect",10.1016/j.scitotenv.2015.07.023,RxFire,Eucalyptus,TEMF,Australia,"-26.9,152.9",0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,mgC_per_g,10,NA,NA,NA,mgCharcoalC_per_g,NA,NA,ugC_per_g,NA,NA,NA,NA,HighFrequency,Burned every 2 years,35.2,NA,NA,NA,6.8,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012_2,-26.9,152.9,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,3.52,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA
1012,1,3,Burn,ModFrequency,4,Low,"Muqaddas, Bushra; Zhou, Xiaoqi; Lewis, Tom; Wild, Clyde; Chen, Chengrong","Long-term frequent prescribed fire decreases surface soil carbon and nitrogen pools in a wet sclerophyll forest of Southeast Queensland, Australia - ScienceDirect",10.1016/j.scitotenv.2015.07.023,RxFire,Eucalyptus,TEMF,Australia,"-26.9,152.9",0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,mgC_per_g,10,NA,NA,NA,mgCharcoalC_per_g,NA,NA,ugC_per_g,NA,NA,NA,NA,ModFrequency,Burned every 4 years,65.3,NA,NA,NA,11,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012_3,-26.9,152.9,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,6.53,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA
1373,1,1,Control,Unburned,0.3,Low,"Stirling, E.; Macdonald, L. M.; Smernik, R. J.; Cavagnaro, T. R.",Post fire litters are richer in water soluble carbon and lead to increased microbial activity - ScienceDirect,10.1016/j.apsoil.2018.12.021,NA,Eucalyptus,TEMF,Australia,"-34.888310, 138.811984",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,10,NA,NA,NA,NA,NA,NA,ugC_per_g,mgCO2_per_gC,NA,NA,NA,Unburned,unburned litter (soil + leaf incubation exp),NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373_1,-34.88831,138.811984,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00086,NA,NA,NA,NA,NA,NA,NA,NA
1373,2,2,Control,Unburned,0.3,Low,"Stirling, E.; Macdonald, L. M.; Smernik, R. J.; Cavagnaro, T. R.",Post fire litters are richer in water soluble carbon and lead to increased microbial activity - ScienceDirect,10.1016/j.apsoil.2018.12.021,NA,Pinus radiata,TEMF,Australia,"-34.888310, 138.811985",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,10,NA,NA,NA,NA,NA,NA,ugC_per_g,mgCO2_per_gC,NA,NA,NA,Unburned,unburned litter (soil + leaf incubation exp),NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373_2,-34.88831,138.811985,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00117,NA,NA,NA,NA,NA,NA,NA,NA
1373,1,3,Burn,Burned,0.3,Low,"Stirling, E.; Macdonald, L. M.; Smernik, R. J.; Cavagnaro, T. R.",Post fire litters are richer in water soluble carbon and lead to increased microbial activity - ScienceDirect,10.1016/j.apsoil.2018.12.021,NA,Eucalyptus,TEMF,Australia,"-34.888310, 138.811984",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,10,NA,NA,NA,NA,NA,NA,ugC_per_g,mgCO2_per_gC,NA,NA,NA,Burned,burned litter; Eucalyptus,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,22.8,NA,NA,NA,NA,NA,NA,fire increases Rh,NA,NA,NA,NA,NA,1373_3,-34.88831,138.811984,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00047,NA,NA,NA,NA,NA,NA,NA,NA
1373,2,4,Burn,Burned,0.3,Low,"Stirling, E.; Macdonald, L. M.; Smernik, R. J.; Cavagnaro, T. R.",Post fire litters are richer in water soluble carbon and lead to increased microbial activity - ScienceDirect,10.1016/j.apsoil.2018.12.021,NA,Pinus radiata,TEMF,Australia,"-34.888310, 138.811985",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,10,NA,NA,NA,NA,NA,NA,ugC_per_g,mgCO2_per_gC,NA,NA,NA,Burned,burned litter; Pine,NA,NA,NA,NA,NA,NA,NA,16.6,NA,NA,35.7,NA,NA,NA,NA,NA,NA,fire increases Rh,NA,NA,NA,NA,NA,1373_4,-34.88831,138.811985,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00166,NA,NA,NA,NA,NA,NA,NA,NA
115,1,1,Control,Unburned,5,Mixed,"Bennett, Lauren T.; Bruce, Matthew J.; Machunter, Josephine; Kohout, Michele; Krishnaraj, Saravanan Jangammanaidu; Aponte, Cristina",Assessing fire impacts on the carbon stability of fire_tolerant forests - Bennett - 2017 - Ecological Applications - Wiley Online Library,10.1002/eap.1626,Wildfire,eucalyptus,TEMF,Australia,"-37.55898, 143.0278",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MgC_per_hectare,10,30,NA,NA,MgC_per_hectare,MgC_per_hectare,NA,NA,NA,NA,NA,NA,Unburned,Unburned,41,44,NA,NA,2.4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115_1,-37.55898,143.0278,Temperate Broadleaf & Mixed Forests,TemperateForest,41,33.17617402,44,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,1,2,Burn,LowSeverity,5,Mixed,"Bennett, Lauren T.; Bruce, Matthew J.; Machunter, Josephine; Kohout, Michele; Krishnaraj, Saravanan Jangammanaidu; Aponte, Cristina",Assessing fire impacts on the carbon stability of fire_tolerant forests - Bennett - 2017 - Ecological Applications - Wiley Online Library,10.1002/eap.1626,Wildfire,eucalyptus,TEMF,Australia,"-37.55898, 143.0278",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MgC_per_hectare,10,30,NA,NA,MgC_per_hectare,MgC_per_hectare,NA,NA,NA,NA,NA,NA,LowSeverity,Low (5-yrs post-fire),49,68,NA,NA,2.8,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115_2,-37.55898,143.0278,Temperate Broadleaf & Mixed Forests,TemperateForest,49,39.64957383,68,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,1,3,Burn,HighSeverity,5,Mixed,"Bennett, Lauren T.; Bruce, Matthew J.; Machunter, Josephine; Kohout, Michele; Krishnaraj, Saravanan Jangammanaidu; Aponte, Cristina",Assessing fire impacts on the carbon stability of fire_tolerant forests - Bennett - 2017 - Ecological Applications - Wiley Online Library,10.1002/eap.1626,Wildfire,eucalyptus,TEMF,Australia,"-37.55898, 143.0278",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MgC_per_hectare,10,30,NA,NA,MgC_per_hectare,MgC_per_hectare,NA,NA,NA,NA,NA,NA,HighSeverity,High,40,52,NA,NA,3.15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115_3,-37.55898,143.0278,Temperate Broadleaf & Mixed Forests,TemperateForest,40,32.36699905,52,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1,1,Control,Unburned,8,Mixed,"Bowd, Elle J.; Banks, Sam C.; Strong, Craig L.; Lindenmayer, David B.",Long-term impacts of wildfire and logging on forest soils | Nature Geoscience,10.1038/s41561-018-0294-2,RxFire,eucalyptus,TEMF,Australia,"-37.09, 145.36",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,10,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,Unburned,5,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159_1,-37.09,145.36,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,5,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1,2,Burn,LowFrequency,8,Mixed,"Bowd, Elle J.; Banks, Sam C.; Strong, Craig L.; Lindenmayer, David B.",Long-term impacts of wildfire and logging on forest soils | Nature Geoscience,10.1038/s41561-018-0294-2,RxFire,eucalyptus,TEMF,Australia,"-37.09, 145.36",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,10,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,LowFrequency,Burned 2x in last hundred years,4.7,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159_2,-37.09,145.36,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,4.7,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1,3,Burn,ModFrequency,8,Mixed,"Bowd, Elle J.; Banks, Sam C.; Strong, Craig L.; Lindenmayer, David B.",Long-term impacts of wildfire and logging on forest soils | Nature Geoscience,10.1038/s41561-018-0294-2,RxFire,eucalyptus,TEMF,Australia,"-37.09, 145.36",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,10,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,ModFrequency,Burned 3x in last hundred years,5.2,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159_3,-37.09,145.36,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,5.2,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,1,1,Control,Control_ref,10,Mixed,"Bowd, Elle J.; Egidi, Eleonora; Lindenmayer, David B.; Wardle, David A.; Kardol, Paul; Cary, Geoffrey J.; Foster, Claire",Direct and indirect effects of fire on microbial communities in a pyrodiverse dry_sclerophyll forest - Bowd - 2022 - Journal of Ecology - Wiley Online Library,10.1111/1365-2745.13903,NA,eucalyptus,TEMF,Australia,"-35.13, 150.68",1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,percent,10,NA,NA,NA,NA,percent,NA,NA,NA,NA,NA,NA,Control_ref,LowFrequencyControl,0.69,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160_1,-35.13,150.68,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,2,2,Control,Control_ref,2,Mixed,"Bowd, Elle J.; Egidi, Eleonora; Lindenmayer, David B.; Wardle, David A.; Kardol, Paul; Cary, Geoffrey J.; Foster, Claire",Direct and indirect effects of fire on microbial communities in a pyrodiverse dry_sclerophyll forest - Bowd - 2022 - Journal of Ecology - Wiley Online Library,10.1111/1365-2745.13903,NA,eucalyptus,TEMF,Australia,"-35.13, 150.68",1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,percent,10,NA,NA,NA,NA,percent,NA,NA,NA,NA,NA,NA,Control_ref,LowFrequencyControl,0.67,NA,NA,NA,NA,28.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160_2,-35.13,150.68,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,28.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,1,3,Burn,HighFrequency,10,Mixed,"Bowd, Elle J.; Egidi, Eleonora; Lindenmayer, David B.; Wardle, David A.; Kardol, Paul; Cary, Geoffrey J.; Foster, Claire",Direct and indirect effects of fire on microbial communities in a pyrodiverse dry_sclerophyll forest - Bowd - 2022 - Journal of Ecology - Wiley Online Library,10.1111/1365-2745.13903,NA,eucalyptus,TEMF,Australia,"-35.13, 150.68",1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,percent,10,NA,NA,NA,NA,percent,NA,NA,NA,NA,NA,NA,HighFrequency,High fire frequency,1.08,NA,NA,NA,NA,39.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160_3,-35.13,150.68,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,1.08,NA,NA,NA,NA,NA,39.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
